# location_in_nm,avg_pixel_intensity_for_each_row
7.784499255940318108e+00,7.690408830747182947e+03
7.797943986952304840e+00,7.469564365880977675e+03
7.811388717964291573e+00,7.265773887804195510e+03
7.824833448976278305e+00,7.128417603237187905e+03
7.838278179988265038e+00,7.213555898943791362e+03
7.851722911000251770e+00,7.393743045415505549e+03
7.865167642012238503e+00,7.681942487983572391e+03
7.878612373024225235e+00,7.948688987246068791e+03
7.892057104036211967e+00,8.148698784298780993e+03
7.905501835048198700e+00,8.137636942354889470e+03
7.918946566060185432e+00,7.997064543052792942e+03
7.932391297072172165e+00,7.803261231711274377e+03
7.945836028084158897e+00,7.576217707803968551e+03
7.959280759096145630e+00,7.412547501731351076e+03
7.972725490108132362e+00,7.416647308336294373e+03
7.986170221120119095e+00,7.598870018953939507e+03
7.999614952132105827e+00,7.847685933000690056e+03
8.013059683144092560e+00,8.171728173065363080e+03
8.026504414156079292e+00,8.419290811882952767e+03
8.039949145168066025e+00,8.508050193093782582e+03
8.053393876180052757e+00,8.391489700678355803e+03
8.066838607192039490e+00,8.228505450910177387e+03
8.080283338204026222e+00,7.979408658569963336e+03
8.093728069216012955e+00,7.780013568501469308e+03
8.107172800227999687e+00,7.704063061345435926e+03
8.120617531239986420e+00,7.833512623020148567e+03
8.134062262251973152e+00,8.064030707471854839e+03
8.147506993263959885e+00,8.371459716807252335e+03
8.160951724275946617e+00,8.685724996413993722e+03
8.174396455287933350e+00,8.843603234372665611e+03
8.187841186299920082e+00,8.808126894885876027e+03
8.201285917311906815e+00,8.652057319324541822e+03
8.214730648323893547e+00,8.439768473655465641e+03
8.228175379335880280e+00,8.198974395600143907e+03
8.241620110347867012e+00,8.092718814905135332e+03
8.255064841359853745e+00,8.146152110499100672e+03
8.268509572371840477e+00,8.389876734965979267e+03
8.281954303383827209e+00,8.667399587765678007e+03
8.295399034395813942e+00,9.042167254755766407e+03
8.308843765407800674e+00,9.281478118171731694e+03
8.322288496419787407e+00,9.330736011046581552e+03
8.335733227431774139e+00,9.207518392803112874e+03
8.349177958443760872e+00,9.015325209076061583e+03
8.362622689455747604e+00,8.754123998780843976e+03
8.376067420467734337e+00,8.590575451607166542e+03
8.389512151479721069e+00,8.572296735697967961e+03
8.402956882491707802e+00,8.754920578922785353e+03
8.416401613503694534e+00,9.047426960560338557e+03
8.429846344515681267e+00,9.400247554538798795e+03
8.443291075527667999e+00,9.742291869590215356e+03
8.456735806539654732e+00,9.850888767668320725e+03
8.470180537551641464e+00,9.809843917602229340e+03
8.483625268563628197e+00,9.621457220568625416e+03
8.497069999575614929e+00,9.390916130364897981e+03
8.510514730587601662e+00,9.173331364228921302e+03
8.523959461599588394e+00,9.127894647156726933e+03
8.537404192611575127e+00,9.235772524806823640e+03
8.550848923623561859e+00,9.555797044075836311e+03
8.564293654635548592e+00,9.900434931829784546e+03
8.577738385647535324e+00,1.032870574809883328e+04
8.591183116659522057e+00,1.053236775898965607e+04
8.604627847671508789e+00,1.055362131537959249e+04
8.618072578683495522e+00,1.040602796525813937e+04
8.631517309695482254e+00,1.016790375444209894e+04
8.644962040707468987e+00,9.915305858643749161e+03
8.658406771719455719e+00,9.802331929318748735e+03
8.671851502731442451e+00,9.840388439132953863e+03
8.685296233743429184e+00,1.009927649514916993e+04
8.698740964755415916e+00,1.047714070566481496e+04
8.712185695767402649e+00,1.091361631379656137e+04
8.725630426779389381e+00,1.124863109996870480e+04
8.739075157791376114e+00,1.131555851415361212e+04
8.752519888803362846e+00,1.124368894313000055e+04
8.765964619815349579e+00,1.100388426724792043e+04
8.779409350827336311e+00,1.074115664191440919e+04
8.792854081839323044e+00,1.056986449301568427e+04
8.806298812851309776e+00,1.056633188636776867e+04
8.819743543863296509e+00,1.076318975085949569e+04
8.833188274875283241e+00,1.116298551748458158e+04
8.846633005887269974e+00,1.163016539872567591e+04
8.860077736899256706e+00,1.208147798366549978e+04
8.873522467911243439e+00,1.225652017241851718e+04
8.886967198923230171e+00,1.222305999684485869e+04
8.900411929935216904e+00,1.203337418956955298e+04
8.913856660947203636e+00,1.170990190202451595e+04
8.927301391959190369e+00,1.147120182420180208e+04
8.940746122971177101e+00,1.137747834298795715e+04
8.954190853983163834e+00,1.149238092211627372e+04
8.967635584995150566e+00,1.182747526229058712e+04
8.981080316007137299e+00,1.232459077500176863e+04
8.994525047019124031e+00,1.283198118663600326e+04
9.007969778031110764e+00,1.315441772128382945e+04
9.021414509043097496e+00,1.318199197140941214e+04
9.034859240055084229e+00,1.305611113425001167e+04
9.048303971067070961e+00,1.273117776629876971e+04
9.061748702079057693e+00,1.240789474283569143e+04
9.075193433091044426e+00,1.225120409158551774e+04
9.088638164103031158e+00,1.227101578398900529e+04
9.102082895115017891e+00,1.255711932809915197e+04
9.115527626127004623e+00,1.304031890601889972e+04
9.128972357138991356e+00,1.362608556170710472e+04
9.142417088150978088e+00,1.406610432395684984e+04
9.155861819162964821e+00,1.424501126089932222e+04
9.169306550174951553e+00,1.414775742545154208e+04
9.182751281186938286e+00,1.389168946978043823e+04
9.196196012198925018e+00,1.344510526453035527e+04
9.209640743210911751e+00,1.318788178731033440e+04
9.223085474222898483e+00,1.306806385730421607e+04
9.236530205234885216e+00,1.323691966323315137e+04
9.249974936246871948e+00,1.362737993575211294e+04
9.263419667258858681e+00,1.424132002673715397e+04
9.276864398270845413e+00,1.475466202550858179e+04
9.290309129282832146e+00,1.509006213286195452e+04
9.303753860294818878e+00,1.509941460419118630e+04
9.317198591306805611e+00,1.491479586454941091e+04
9.330643322318792343e+00,1.447068802346015582e+04
9.344088053330779076e+00,1.407387859615419802e+04
9.357532784342765808e+00,1.387269879485447746e+04
9.370977515354752541e+00,1.388512475079574142e+04
9.384422246366739273e+00,1.419979340047089863e+04
9.397866977378726006e+00,1.477152170520017717e+04
9.411311708390712738e+00,1.538998810601554032e+04
9.424756439402699471e+00,1.581321165476167516e+04
9.438201170414686203e+00,1.601979667991864881e+04
9.451645901426672935e+00,1.589411959309962185e+04
9.465090632438659668e+00,1.553528009136874061e+04
9.478535363450646400e+00,1.499354651201814704e+04
9.491980094462633133e+00,1.467279796656017061e+04
9.505424825474619865e+00,1.450239695275761915e+04
9.518869556486606598e+00,1.464514809421039354e+04
9.532314287498593330e+00,1.508517193155316636e+04
9.545759018510580063e+00,1.574451398599818822e+04
9.559203749522566795e+00,1.621838885908396514e+04
9.572648480534553528e+00,1.656844547925031293e+04
9.586093211546540260e+00,1.660019056666110555e+04
9.599537942558526993e+00,1.634840032914226867e+04
9.612982673570513725e+00,1.581611140424550649e+04
9.626427404582500458e+00,1.536349320098550379e+04
9.639872135594487190e+00,1.508819482250388683e+04
9.653316866606473923e+00,1.505233043055601593e+04
9.666761597618460655e+00,1.535126436019536595e+04
9.680206328630447388e+00,1.597462249807511580e+04
9.693651059642434120e+00,1.655051185398795860e+04
9.707095790654420853e+00,1.695576529281290641e+04
9.720540521666407585e+00,1.718293490774385282e+04
9.733985252678394318e+00,1.705776080682652901e+04
9.747429983690381050e+00,1.661197706490494238e+04
9.760874714702367783e+00,1.605902542201179131e+04
9.774319445714354515e+00,1.565582059683856278e+04
9.787764176726341248e+00,1.543688649907501895e+04
9.801208907738327980e+00,1.551521373071354174e+04
9.814653638750314713e+00,1.598276778304908839e+04
9.828098369762301445e+00,1.660462363537619967e+04
9.841543100774288177e+00,1.704955339600049410e+04
9.854987831786274910e+00,1.737832038686618398e+04
9.868432562798261642e+00,1.744905108460720294e+04
9.881877293810248375e+00,1.713968908834149624e+04
9.895322024822235107e+00,1.662193418461102556e+04
9.908766755834221840e+00,1.613052454937430593e+04
9.922211486846208572e+00,1.579798248721364689e+04
9.935656217858195305e+00,1.571139303190299506e+04
9.949100948870182037e+00,1.598875915279441870e+04
9.962545679882168770e+00,1.657738040831173566e+04
9.975990410894155502e+00,1.711744022011631751e+04
9.989435141906142235e+00,1.749847434447210617e+04
1.000287987291812897e+01,1.773329871310682574e+04
1.001632460393011570e+01,1.760338403025474327e+04
1.002976933494210243e+01,1.716586740427097902e+04
1.004321406595408916e+01,1.664893755169168435e+04
1.005665879696607590e+01,1.618131950010418586e+04
1.007010352797806263e+01,1.593557825738494103e+04
1.008354825899004936e+01,1.597538748320393461e+04
1.009699299000203609e+01,1.640041373236213622e+04
1.011043772101402283e+01,1.696281632020562392e+04
1.012388245202600956e+01,1.741179659068003457e+04
1.013732718303799629e+01,1.772262568287259637e+04
1.015077191404998302e+01,1.780721860939176986e+04
1.016421664506196976e+01,1.749378732937572568e+04
1.017766137607395649e+01,1.705869814536396734e+04
1.019110610708594322e+01,1.653341173802167032e+04
1.020455083809792995e+01,1.617912796996254110e+04
1.021799556910991669e+01,1.606770885807386912e+04
1.023144030012190342e+01,1.630473002335379715e+04
1.024488503113389015e+01,1.680614893543757353e+04
1.025832976214587688e+01,1.734606964597024853e+04
1.027177449315786362e+01,1.773386553928831563e+04
1.028521922416985035e+01,1.797855628692376922e+04
1.029866395518183708e+01,1.783751248577038859e+04
1.031210868619382381e+01,1.748214064132088606e+04
1.032555341720581055e+01,1.698286591336375932e+04
1.033899814821779728e+01,1.649008299701346914e+04
1.035244287922978401e+01,1.623087776524534092e+04
1.036588761024177074e+01,1.624694283128310781e+04
1.037933234125375748e+01,1.659009989254615721e+04
1.039277707226574421e+01,1.711333461357589476e+04
1.040622180327773094e+01,1.758882041055956506e+04
1.041966653428971767e+01,1.792985458542527704e+04
1.043311126530170441e+01,1.799338877591430719e+04
1.044655599631369114e+01,1.772682574228504018e+04
1.046000072732567787e+01,1.734742205662259948e+04
1.047344545833766460e+01,1.680661618017497312e+04
1.048689018934965134e+01,1.644345095799817864e+04
1.050033492036163807e+01,1.631187810619830088e+04
1.051377965137362480e+01,1.649954387254544781e+04
1.052722438238561153e+01,1.694090978796875788e+04
1.054066911339759827e+01,1.748344071403760972e+04
1.055411384440958500e+01,1.792169148818952090e+04
1.056755857542157173e+01,1.816083808159019463e+04
1.058100330643355846e+01,1.802516373593104800e+04
1.059444803744554520e+01,1.773271965558972443e+04
1.060789276845753193e+01,1.722878240627375271e+04
1.062133749946951866e+01,1.673317253050184809e+04
1.063478223048150539e+01,1.645710428627292276e+04
1.064822696149349213e+01,1.644817643052704079e+04
1.066167169250547886e+01,1.675167449380932158e+04
1.067511642351746559e+01,1.724956267894233315e+04
1.068856115452945232e+01,1.775689663182333607e+04
1.070200588554143906e+01,1.811947697365764179e+04
1.071545061655342579e+01,1.815327651901167337e+04
1.072889534756541252e+01,1.793502299345902065e+04
1.074234007857739925e+01,1.755826827970091472e+04
1.075578480958938599e+01,1.701642808750751647e+04
1.076922954060137272e+01,1.664076899699274509e+04
1.078267427161335945e+01,1.649340536827104370e+04
1.079611900262534618e+01,1.666537829841735220e+04
1.080956373363733292e+01,1.709738579182167450e+04
1.082300846464931965e+01,1.763516534976078765e+04
1.083645319566130638e+01,1.810009110867766867e+04
1.084989792667329311e+01,1.829906469164753435e+04
1.086334265768527985e+01,1.818490872608332575e+04
1.087678738869726658e+01,1.789896859709947967e+04
1.089023211970925331e+01,1.738711207148074391e+04
1.090367685072124004e+01,1.688575594320467644e+04
1.091712158173322678e+01,1.661500284154672045e+04
1.093056631274521351e+01,1.659764948161872599e+04
1.094401104375720024e+01,1.691885699670343456e+04
1.095745577476918697e+01,1.740481384606635402e+04
1.097090050578117371e+01,1.792030530522332265e+04
1.098434523679316044e+01,1.824140521051830729e+04
1.099778996780514717e+01,1.825941581884848711e+04
1.101123469881713390e+01,1.805000510468445282e+04
1.102467942982912064e+01,1.765518463863412398e+04
1.103812416084110737e+01,1.710469296870094331e+04
1.105156889185309410e+01,1.674473317127769769e+04
1.106501362286508083e+01,1.661052624722053952e+04
1.107845835387706757e+01,1.680039891483022438e+04
1.109190308488905430e+01,1.725659135332156075e+04
1.110534781590104103e+01,1.777990450371668703e+04
1.111879254691302776e+01,1.821206821639984992e+04
1.113223727792501450e+01,1.836122403330645830e+04
1.114568200893700123e+01,1.825146693334281736e+04
1.115912673994898796e+01,1.793290626471536598e+04
1.117257147096097469e+01,1.741730112425908374e+04
1.118601620197296143e+01,1.692208714098037672e+04
1.119946093298494816e+01,1.670247451445844490e+04
1.121290566399693489e+01,1.668995081224575915e+04
1.122635039500892162e+01,1.706406308054847250e+04
1.123979512602090836e+01,1.754039503186661386e+04
1.125323985703289509e+01,1.802905459840218828e+04
1.126668458804488182e+01,1.828820199060066807e+04
1.128012931905686855e+01,1.829714589776298453e+04
1.129357405006885529e+01,1.804446428826998817e+04
1.130701878108084202e+01,1.763665721339756419e+04
1.132046351209282875e+01,1.708364892009711184e+04
1.133390824310481548e+01,1.678421896867221949e+04
1.134735297411680222e+01,1.666953574505409415e+04
1.136079770512878895e+01,1.690482914244649510e+04
1.137424243614077568e+01,1.739158337174549160e+04
1.138768716715276241e+01,1.788204627283107038e+04
1.140113189816474915e+01,1.826792600935361043e+04
1.141457662917673588e+01,1.839157014926981356e+04
1.142802136018872261e+01,1.824684511423472213e+04
1.144146609120070934e+01,1.788126468488035243e+04
1.145491082221269608e+01,1.737287161806977383e+04
1.146835555322468281e+01,1.691449579997677210e+04
1.148180028423666954e+01,1.673619092038676899e+04
1.149524501524865627e+01,1.674506755534213517e+04
1.150868974626064301e+01,1.718814629721651727e+04
1.152213447727262974e+01,1.764569949639386687e+04
1.153557920828461647e+01,1.809975080124271699e+04
1.154902393929660320e+01,1.833752979900551873e+04
1.156246867030858994e+01,1.833375568288907016e+04
1.157591340132057667e+01,1.801496990448320867e+04
1.158935813233256340e+01,1.759313037880012052e+04
1.160280286334455013e+01,1.706191050313152664e+04
1.161624759435653687e+01,1.680262894860701272e+04
1.162969232536852360e+01,1.669256109286283390e+04
1.164313705638051033e+01,1.700177315327122415e+04
1.165658178739249706e+01,1.751010652830467006e+04
1.167002651840448380e+01,1.797871837976202369e+04
1.168347124941647053e+01,1.835271251886317623e+04
1.169691598042845726e+01,1.848765597686702677e+04
1.171036071144044399e+01,1.829350740161596332e+04
1.172380544245243073e+01,1.788000358043389861e+04
1.173725017346441746e+01,1.736741473148840305e+04
1.175069490447640419e+01,1.693563760710863426e+04
1.176413963548839092e+01,1.674195381583179915e+04
1.177758436650037766e+01,1.680934698752204713e+04
1.179102909751236439e+01,1.730229820940201171e+04
1.180447382852435112e+01,1.777086496257536419e+04
1.181791855953633785e+01,1.821850322002242683e+04
1.183136329054832458e+01,1.848921750689434703e+04
1.184480802156031132e+01,1.847060409644410174e+04
1.185825275257229805e+01,1.810341012756201962e+04
1.187169748358428478e+01,1.763270378738872751e+04
1.188514221459627151e+01,1.711268448950549646e+04
1.189858694560825825e+01,1.682246113081404474e+04
1.191203167662024498e+01,1.674190614130111862e+04
1.192547640763223171e+01,1.710632161507211640e+04
1.193892113864421844e+01,1.764065991226525512e+04
1.195236586965620518e+01,1.813360658647284436e+04
1.196581060066819191e+01,1.853127197336626705e+04
1.197925533168017864e+01,1.868401483094372088e+04
1.199270006269216537e+01,1.845674179109007673e+04
1.200614479370415211e+01,1.798767139231449255e+04
1.201958952471613884e+01,1.744064324619016043e+04
1.203303425572812557e+01,1.699300617357014562e+04
1.204647898674011230e+01,1.678668398871977115e+04
1.205992371775209904e+01,1.692433743613980914e+04
1.207336844876408577e+01,1.740986918368543047e+04
1.208681317977607250e+01,1.792780998093081143e+04
1.210025791078805923e+01,1.838003649974489235e+04
1.211370264180004597e+01,1.866590265358077522e+04
1.212714737281203270e+01,1.862073616525703255e+04
1.214059210382401943e+01,1.823156005832638766e+04
1.215403683483600616e+01,1.770340241550660721e+04
1.216748156584799290e+01,1.719353251007139988e+04
1.218092629685997963e+01,1.687769605114992009e+04
1.219437102787196636e+01,1.687818402069084550e+04
1.220781575888395309e+01,1.721652252429848886e+04
1.222126048989593983e+01,1.774215802415809230e+04
1.223470522090792656e+01,1.823444424112729030e+04
1.224814995191991329e+01,1.858560650862395414e+04
1.226159468293190002e+01,1.869310347987197383e+04
1.227503941394388676e+01,1.845657281430496732e+04
1.228848414495587349e+01,1.797028433125181618e+04
1.230192887596786022e+01,1.745645951443437662e+04
1.231537360697984695e+01,1.704660496352421978e+04
1.232881833799183369e+01,1.691456808232640105e+04
1.234226306900382042e+01,1.708041630077451191e+04
1.235570780001580715e+01,1.746033171796251918e+04
1.236915253102779388e+01,1.793378900512257678e+04
1.238259726203978062e+01,1.826381932710856927e+04
1.239604199305176735e+01,1.843091404879207766e+04
1.240948672406375408e+01,1.834455117703894211e+04
1.242293145507574081e+01,1.799498638838410625e+04
1.243637618608772755e+01,1.754557205455863732e+04
1.244982091709971428e+01,1.717370530605629756e+04
1.246326564811170101e+01,1.696461003226184403e+04
1.247671037912368774e+01,1.706168834694788893e+04
1.249015511013567448e+01,1.727632459284471406e+04
1.250359984114766121e+01,1.764443097292877428e+04
1.251704457215964794e+01,1.793978722358369851e+04
1.253048930317163467e+01,1.805779604844710411e+04
1.254393403418362141e+01,1.804140329592575654e+04
1.255737876519560814e+01,1.784394319022212585e+04
1.257082349620759487e+01,1.749817614826732097e+04
1.258426822721958160e+01,1.721783313788926534e+04
